movieId,title,genres,
80755,Foutaises (1989),Short|Comedy,
80756,Foxes (1980),Drama,
80761,Friday the 13th (1980),Horror,
80801,The Gods Must Be Crazy (1980),Action|Comedy,
80889,Hopscotch (1980),Adventure|Comedy,
80934,The Island (1980),Action|Adventure|Drama|Horror|Mystery|Thriller,
81070,The Long Good Friday (1980),Crime|Drama|Mystery|Thriller,
81071,The Long Riders (1980),Western,
81283,Ordinary People (1980),Drama,
81318,Paura nella città dei morti viventi (1980),Horror,
81383,Prom Night (1980),Horror|Mystery|Thriller,
81398,Raging Bull (1980),Biography|Drama|Sport,
81470,The Sea Wolves (1980),Action|War,
81505,The Shining (1980),Horror|Mystery,
81534,Somewhere in Time (1980),Drama|Fantasy|Romance|Sci-Fi,
81554,Stardust Memories (1980),Comedy|Drama,
81562,Stir Crazy (1980),Comedy|Crime,
81573,Superman II (1980),Action|Adventure|Sci-Fi,
81606,Taxi zum Klo (1980),Comedy,
81633,Time Bandits (1981),Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi|Thriller,
82010,An American Werewolf in London (1981),Horror,
82031,Arthur (1981),Comedy|Romance,
82085,Blow Out (1981),Mystery|Thriller,
82089,Body Heat (1981),Crime|Drama|Thriller,
82094,The Boogens (1981),Horror,
82096,Das Boot (1981),Action|Adventure|Drama|History|War,
82136,The Cannonball Run (1981),Action|Comedy,
82158,Chariots of Fire (1981),Drama|History|Sport,
82162,Chashme Buddoor (1981),Comedy|Family|Romance,
82176,Christiane F. - Wir Kinder vom Bahnhof Zoo (1981),Biography|Drama,
82186,Clash of the Titans (1981),Action|Adventure|Fantasy|Family|Romance,
82198,Conan the Barbarian (1982),Action|Fantasy|Adventure,
82199,Condorman (1981),Action|Adventure|Comedy|Drama|Family,
82222,Czlowiek z zelaza (1981),Drama|History,
82237,Dawn of the Mummy (1981),Horror,
82242,Dead & Buried (1981),Horror,
82256,Delitto al ristorante cinese (1981),Comedy|Thriller,
82269,Diva (1981),Thriller,
82288,Dragonslayer (1981),Action|Adventure|Fantasy,
82307,...E tu vivrai nel terrore! L'aldilà (1981),Horror,
82334,The Entity (1982),Biography|Horror|Sci-Fi|Thriller,
82340,Escape from New York (1981),Action|Sci-Fi,
82348,Excalibur (1981),Adventure|Drama|Fantasy,
82352,Eyes of a Stranger (1981),Horror|Thriller,
82378,Final Exam (1981),Horror|Thriller,
82398,For Your Eyes Only (1981),Action|Adventure|Crime|Thriller,
82406,The Fox and the Hound (1981),Animation|Adventure|Family,
82418,Friday the 13th Part 2 (1981),Horror|Mystery|Thriller,
82427,The Funhouse (1981),Comedy|Horror,
82432,Gallipoli (1981),Adventure|Drama|History|War,
82484,La guerre du feu (1981),Adventure|Drama|Sci-Fi,
82495,Halloween II (1981),Horror|Thriller,
82508,Heartland (1979),Western|Drama,
82677,Looker (1981),Drama|Sci-Fi|Thriller,
82694,Mad Max 2 (1981),Action|Adventure|Sci-Fi|Thriller,
82736,Mephisto (1981),Drama,
82748,Mil gritos tiene la noche (1982),Horror|Mystery,
82776,Ms. 45 (1981),Crime|Drama|Thriller,
82782,My Bloody Valentine (1981),Horror|Thriller,
82783,My Dinner with Andre (1981),Biography|Drama,
82912,Pixote: A Lei do Mais Fraco (1981),Crime|Drama,
82933,Possession (1981),Drama|Horror,
82934,The Postman Always Rings Twice (1981),Crime|Drama|Thriller|Romance,
82945,Prince of the City (1981),Crime|Drama|Thriller,
82951,The Prowler (1981),Horror|Mystery|Thriller,
82971,Raiders of the Lost Ark (1981),Action|Adventure,
82979,Reds (1981),Biography|Drama|History|Romance,
82986,Reporters (1981),Documentary,
83081,Silsila (1981),Drama|Musical|Romance,
83111,Southern Comfort (1981),Adventure|Drama|Thriller,
83131,Stripes (1981),Comedy|War,
83193,This Is Elvis (1981),Biography|Music,
83271,Vabank (1981),Comedy|Crime,
83275,Variola vera (1982),Drama|Horror,
83365,Zoot Suit (1981),Drama|Musical,
83541,Alley Cat (1984),Action,
83543,Alsino y el cóndor (1983),Drama|War,
83590,The Atomic Cafe (1982),Documentary|Horror,
83624,Basket Case (1982),Comedy|Horror,
83658,Blade Runner (1982),Drama|Sci-Fi|Thriller,
83722,Cat People (1982),Drama|Fantasy|Horror|Romance|Thriller,
83767,Creepshow (1982),Comedy|Horror,
83789,Danton (1983),Biography|Drama|History,
83791,The Dark Crystal (1982),Animation|Adventure|Family|Fantasy,
83851,The Draughtsman's Contract (1982),Comedy|Drama|Mystery,
83866,E.T. the Extra-Terrestrial (1982),Adventure|Drama|Family|Fantasy|Sci-Fi,
83907,The Evil Dead (1981),Horror,
83908,Evil Under the Sun (1982),Crime|Drama|Mystery|Thriller,
83922,Fanny och Alexander (1982),Drama|Fantasy|Mystery,
83929,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,
83941,Who Dares Wins (1982),Action|Thriller,
83943,Firefox (1982),Action|Thriller|Sci-Fi,
83944,First Blood (1982),Action|Adventure|Drama|Thriller,
83946,Fitzcarraldo (1982),Adventure|Biography|Drama,
83951,The Flight of Dragons (1982),Animation|Adventure|Family|Fantasy|Romance,
83972,Friday the 13th Part III (1982),Horror|Thriller,
83987,Gandhi (1982),Biography|Drama|History,
84021,Grease 2 (1982),Comedy|Drama|Musical|Romance,
84345,Moy drug Ivan Lapshin (1986),Drama,
84354,Moonlighting (1982),Drama,
84370,My Favorite Year (1982),Comedy,
84390,Narayama-bushi kô (1983),Drama,
84445,One from the Heart (1982),Musical|Romance,
84488,Permanent Vacation (1980),Drama,
84489,Personal Best (1982),Drama|Sport,
84503,Pink Floyd The Wall (1982),Drama|Musical,
84516,Poltergeist (1982),Horror,
84577,Reassemblage: From the Firelight to the Screen (1983),Documentary|Short,
84602,Rocky III (1982),Drama|Sport,
84633,Savannah Smiles (1982),Comedy|Family,
84649,The Secret of NIMH (1982),Animation|Drama|Family|Fantasy|Sci-Fi,
84654,Die Sehnsucht der Veronika Voss (1982),Drama,
84704,The Soldier (1982),Action,
84707,Sophie's Choice (1982),Drama|Romance,
84726,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,
84737,Summer Lovers (1982),Comedy|Drama|Romance,
84787,The Thing (1982),Horror|Mystery|Sci-Fi|Thriller,
84805,Tootsie (1982),Comedy|Drama|Romance,
84827,TRON (1982),Action|Adventure|Sci-Fi,
84855,The Verdict (1982),Drama,
84868,Vincent (1982),Short|Animation|Family|Fantasy,
84899,White Dog (1982),Drama|Horror|Thriller,
84917,The World According to Garp (1982),Comedy|Drama,
84945,Zapped! (1982),Comedy|Sci-Fi,
85213,Le bal (1983),History|Musical,
85234,Betrayal (1983),Drama|Thriller,
85244,The Big Chill (1983),Comedy|Drama,
85271,Brainstorm (1983),Sci-Fi|Thriller,
85333,Christine (1983),Drama|Horror|Mystery|Thriller,
85334,A Christmas Story (1983),Comedy|Family,
85387,D.C. Cab (1983),Comedy|Action,
85407,The Dead Zone (1983),Fantasy|Thriller,
85461,The Dresser (1983),Drama,
85478,Educating Rita (1983),Drama|Comedy,
85482,El Norte (1983),Adventure|Drama|Thriller,
85693,House of the Long Shadows (1983),Comedy|Horror|Mystery|Thriller,
85701,The Hunger (1983),Fantasy|Horror|Romance|Thriller,
85750,Jaws 3-D (1983),Action|Horror|Thriller,
85769,Kako sam sistematski unisten od idiota (1983),Comedy|Drama,
85794,The King of Comedy (1983),Comedy|Drama,
85859,Local Hero (1983),Comedy|Drama,
85894,The Man with Two Brains (1983),Comedy|Romance|Sci-Fi,
85959,The Meaning of Life (1983),Comedy|Musical,
85970,Mr. Mom (1983),Comedy|Drama,
85995,Vacation (1983),Adventure|Comedy|Romance,
86005,Never Cry Wolf (1983),Adventure|Drama,
86006,Never Say Never Again (1983),Action|Adventure|Thriller,
86022,Nostalghia (1983),Drama,
86034,Octopussy (1983),Action|Adventure|Crime|Thriller,
86066,The Outsiders (1983),Crime|Drama,
86135,I predatori di Atlantide (1983),Action|Mystery|Sci-Fi|Adventure,
86154,Psycho II (1983),Horror|Mystery|Thriller,
86190,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Fantasy|Sci-Fi,
86197,The Right Stuff (1983),Adventure|Drama|History|Sci-Fi,
86250,Scarface (1983),Crime|Drama|Thriller,
86355,Star 80 (1983),Biography|Drama,
86356,The Star Chamber (1983),Drama|Mystery|Thriller,
86373,The Adventures of Bob & Doug McKenzie: Strange Brew (1983),Comedy,
86377,Streamers (1983),Crime|Drama|War,
86383,Sudden Impact (1983),Action|Thriller,
86393,Superman III (1983),Action|Adventure|Comedy|Fantasy|Sci-Fi,
86397,The Survivors (1983),Comedy|Drama,
86425,Terms of Endearment (1983),Comedy|Drama,
86429,Testament (1983),Drama|Sci-Fi,
86465,Trading Places (1983),Comedy,
86491,Twilight Zone: The Movie (1983),Fantasy|Horror|Sci-Fi|Thriller,
86567,WarGames (1983),Sci-Fi|Thriller,
86617,The Year of Living Dangerously (1982),Drama|Romance|War,
86618,Yellowbeard (1983),Action|Adventure|Comedy,
86637,Zelig (1983),Comedy|Fantasy,
86837,2010 (1984),Adventure|Family|Mystery|Sci-Fi|Thriller,
86855,The Adventures of André and Wally B. (1984),Animation|Short|Family,
86856,The Adventures of Buckaroo Banzai Across the 8th Dimension (1984),Adventure|Comedy|Romance|Sci-Fi,
86859,Against All Odds (1984),Action|Adventure|Crime|Drama|Romance|Thriller,
86879,Amadeus (1984),Biography|Drama|Music,
86896,Angel (1984),Action|Crime|Thriller,
86960,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama|Thriller,
86969,Birdy (1984),Drama|War,
86972,Ator 2 - L'invincibile Orion (1984),Action|Adventure|Fantasy,
86979,Blood Simple. (1984),Crime|Thriller,
86984,Body Double (1984),Crime|Drama|Mystery|Thriller,
86998,Breakin' (1984),Comedy|Drama|Musical|Romance,
86999,Breakin' 2: Electric Boogaloo (1984),Drama|Musical,
87078,Conan the Destroyer (1984),Action|Fantasy|Adventure,
87100,Crimes of Passion (1984),Drama|Romance|Thriller,
87182,Dune (1984),Action|Adventure|Fantasy|Sci-Fi,
87197,Electric Dreams (1984),Comedy|Drama|Music|Romance|Sci-Fi,
87231,The Falcon and the Snowman (1985),Drama|Thriller,
87262,Firestarter (1984),Sci-Fi|Thriller,
87277,Footloose (1984),Drama|Music|Romance,
87280,Forbrydelsens element (1984),Crime|Drama|Thriller,
87291,Frankenweenie (1984),Short|Comedy|Drama|Sci-Fi,
87298,Friday the 13th: The Final Chapter (1984),Horror|Thriller,
87332,Ghost Busters (1984),Comedy|Family|Fantasy,
87363,Gremlins (1984),Comedy|Horror,
87385,Hardbodies (1984),Comedy,
87469,Indiana Jones and the Temple of Doom (1984),Action|Adventure,
87538,The Karate Kid (1984),Action|Drama|Family|Sport,
87544,Kaze no tani no Naushika (1984),Animation|Action|Adventure|Fantasy|Sci-Fi,
87553,The Killing Fields (1984),Drama|History|War,
87597,The Last Starfighter (1984),Action|Adventure|Family|Sci-Fi,
87727,Missing in Action (1984),Action|Adventure|Drama|Thriller|War,
87781,The Natural (1984),Drama|Sport,
87800,A Nightmare on Elm Street (1984),Horror,
87803,Nineteen Eighty-Four (1984),Drama|Romance|Sci-Fi|Thriller,
87825,The Oasis (1984),Drama,
87843,Once Upon a Time in America (1984),Crime|Drama,
87884,Paris,,
87892,A Passage to India (1984),Adventure|Drama|History,
87910,The Philadelphia Experiment (1984),Adventure|Drama|Fantasy|Romance|Sci-Fi,
87928,Police Academy (1984),Comedy|Crime,
87957,Purple Rain (1984),Drama|Musical|Romance,
87968,Racing with the Moon (1984),Comedy|Drama|Romance,
87985,Red Dawn (1984),Action|Adventure|Drama|Thriller,
88000,Revenge of the Nerds (1984),Comedy,
88011,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,
88024,Runaway (1984),Action|Crime|Sci-Fi|Thriller,
88044,Savage Streets (1984),Action|Crime,
88128,Sixteen Candles (1984),Comedy|Romance,
88170,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi|Thriller,
88172,Starman (1984),Adventure|Drama|Romance|Sci-Fi,
88184,Stranger Than Paradise (1984),Comedy|Drama,
88247,The Terminator (1984),Action|Sci-Fi,
88258,This Is Spinal Tap (1984),Comedy|Music,
88286,Top Secret! (1984),Comedy,
88323,Die unendliche Geschichte (1984),Adventure|Drama|Family|Fantasy,
88680,After Hours (1985),Comedy|Drama|Thriller,
88707,American Flyers (1985),Drama|Sport,
88763,Back to the Future (1985),Adventure|Comedy|Sci-Fi,
88814,The Black Cauldron (1985),Animation|Adventure|Family|Fantasy,
88846,Brazil (1985),Drama|Fantasy|Sci-Fi,
88847,The Breakfast Club (1985),Comedy|Drama,
88850,Brewster's Millions (1985),Comedy,
88889,Cat's Eye (1985),Comedy|Horror|Thriller,
88930,Clue (1985),Comedy|Crime|Mystery|Thriller,
88939,The Color Purple (1985),Drama,
88944,Commando (1985),Action|Adventure|Thriller,
88987,Dance with a Stranger (1985),Biography|Crime|Drama,
88993,Day of the Dead (1985),Horror|Sci-Fi,
89013,Dèmoni (1985),Horror,
89017,Desperately Seeking Susan (1985),Comedy|Romance|Drama,
89092,Enemy Mine (1985),Action|Adventure|Drama|Sci-Fi,
89114,Explorers (1985),Adventure|Family|Sci-Fi,
89126,Fandango (1985),Comedy,
89155,Fletch (1985),Comedy|Crime|Mystery,
89175,Fright Night (1985),Comedy|Horror|Thriller,
89218,The Goonies (1985),Adventure|Comedy|Family,
89276,La historia oficial (1985),Drama|History|War,
89283,The Holcroft Covenant (1985),Action|Crime|Drama|Romance|Thriller,
89360,Jagged Edge (1985),Crime|Thriller|Mystery|Romance,
89370,The Jewel of the Nile (1985),Action|Adventure|Comedy|Romance,
89393,Just One of the Guys (1985),Comedy|Romance,
89421,King Solomon's Mines (1985),Action|Adventure|Comedy|Romance,
89424,Kiss of the Spider Woman (1985),Drama,
89457,Ladyhawke (1985),Adventure|Drama|Fantasy,
89461,The Last Dragon (1985),Action|Comedy|Drama|Music,
89469,Legend (1985),Fantasy|Adventure|Romance,
89470,The Legend of Billie Jean (1985),Action,
89489,Lifeforce (1985),Horror|Sci-Fi|Thriller,
89530,Mad Max Beyond Thunderdome (1985),Action|Adventure|Thriller,
89537,Mala Noche (1986),Drama,
89670,European Vacation (1985),Adventure|Comedy|Family|Romance,
89686,A Nightmare on Elm Street Part 2: Freddy's Revenge (1985),Horror,
89748,Otac na sluzbenom putu (1985),Drama,
89755,Out of Africa (1985),Adventure|Biography|Drama|Romance,
89791,Pee-wee's Big Adventure (1985),Adventure|Comedy|Family|Fantasy,
89822,Police Academy 2: Their First Assignment (1985),Action|Comedy|Crime,
89841,Prizzi's Honor (1985),Comedy|Crime|Drama|Romance,
89853,The Purple Rose of Cairo (1985),Comedy|Fantasy|Romance,
89880,Rambo: First Blood Part II (1985),Action|Adventure|Thriller|War,
89881,Ran (1985),Action|Drama|War,
89885,Re-Animator (1985),Horror|Sci-Fi,
89886,Real Genius (1985),Comedy|Romance|Sci-Fi,
89893,Red Sonja (1985),Action|Adventure|Fantasy,
89901,Remo Williams: The Adventure Begins (1985),Action|Adventure|Comedy|Crime|Romance|Thriller,
89904,Restless Natives (1985),Comedy|Crime,
89907,The Return of the Living Dead (1985),Comedy|Horror|Sci-Fi,
89908,Return to Oz (1985),Adventure|Family|Fantasy|Mystery,
89927,Rocky IV (1985),Drama|Sport,
89961,Santa Claus (1985),Adventure|Family|Fantasy,
90021,Silver Bullet (1985),Adventure|Drama|Horror|Mystery|Thriller,
90060,St. Elmo's Fire (1985),Drama|Romance,
90094,The Stuff (1985),Horror|Comedy|Sci-Fi|Mystery,
90142,Teen Wolf (1985),Comedy|Fantasy|Romance,
90180,To Live and Die in L.A. (1985),Action|Crime|Drama|Thriller,
90190,The Toxic Avenger (1984),Action|Comedy|Horror|Sci-Fi,
90203,The Trip to Bountiful (1985),Drama,
90233,Underworld (1985),Action|Horror|Sci-Fi|Thriller,
90264,A View to a Kill (1985),Action|Adventure|Crime|Thriller,
90270,Vision Quest (1985),Drama|Romance|Sport,
90305,Weird Science (1985),Comedy|Fantasy|Romance,
90319,White Nights (1985),Drama,
90329,Witness (1985),Drama|Romance|Thriller,
90357,Young Sherlock Holmes (1985),Action|Adventure|Family|Fantasy|Mystery|Thriller,
90366,A Zed & Two Noughts (1986),Comedy|Drama,
90563,37°2 le matin (1986),Drama|Romance,
90570,84 Charing Cross Road (1987),Biography|Drama|Romance,
90583,About Last Night... (1986),Comedy|Drama|Romance,
90605,Aliens (1986),Action|Adventure|Sci-Fi|Thriller,
90655,April Fool's Day (1986),Comedy|Horror|Mystery,
90670,At Close Range (1986),Crime|Drama|Romance,
90728,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy|Horror,
90735,Black Moon Rising (1986),Action|Sci-Fi|Thriller,
90756,Blue Velvet (1986),Crime|Mystery|Thriller,
90771,Breeders (1986),Horror|Sci-Fi,
90830,Children of a Lesser God (1986),Drama|Romance,
90837,Chopping Mall (1986),Action|Comedy|Horror|Sci-Fi,
90859,Cobra (1986),Action|Thriller,
90863,The Color of Money (1986),Drama|Sport,
90881,Crawlspace (1986),Horror|Thriller,
90917,Deadly Friend (1986),Drama|Horror|Mystery|Sci-Fi,
90966,Down and Out in Beverly Hills (1986),Comedy,
90967,Down by Law (1986),Comedy|Crime|Drama,
91042,Ferris Bueller's Day Off (1986),Comedy|Drama,
91059,Flight of the Navigator (1986),Family|Adventure|Sci-Fi,
91064,The Fly (1986),Horror|Sci-Fi,
91083,From Beyond (1986),Horror|Sci-Fi,
91149,The Great Mouse Detective (1986),Animation|Adventure|Family|Musical|Mystery,
91167,Hannah and Her Sisters (1986),Comedy|Drama,
91187,Heartbreak Ridge (1986),Action|Comedy|Drama|War,
91214,Hombre mirando al sudeste (1986),Drama|Music,
91217,Hoosiers (1986),Drama|Sport,
91225,Howard the Duck (1986),Action|Adventure|Comedy|Romance|Sci-Fi,
91355,Kong bu fen zi (1986),Drama,
91369,Labyrinth (1986),Adventure|Family|Fantasy|Musical,
91374,Lady Jane (1986),Biography|Drama|History|Romance,
91419,Little Shop of Horrors (1986),Comedy|Musical,
91431,Long xiong hu di (1986),Action|Adventure|Comedy,
91474,Manhunter (1986),Crime|Mystery|Thriller,
91499,Maximum Overdrive (1986),Action|Horror|Sci-Fi,
91530,The Mission (1986),Adventure|Drama|History,
91538,Mona Lisa (1986),Crime|Drama|Romance,
91541,The Money Pit (1986),Comedy|Music,
91554,The Morning After (1986),Crime|Mystery|Romance|Thriller,
91579,My Chauffeur (1986),Comedy,
91605,Der Name der Rose (1986),Drama|Mystery|Thriller|Crime,
91630,Night of the Creeps (1986),Comedy|Horror|Sci-Fi|Thriller,
91670,Offret (1986),Drama,
91763,Platoon (1986),Action|Drama|War,
91777,Police Academy 3: Back in Training (1986),Comedy|Crime,
91778,Poltergeist II: The Other Side (1986),Horror|Thriller,
91790,Pretty in Pink (1986),Comedy|Drama|Romance,
91799,Psycho III (1986),Horror|Mystery|Thriller,
91817,Rad (1986),Drama,
91828,Raw Deal (1986),Action|Crime|Thriller,
91829,Rawhead Rex (1986),Fantasy|Horror|Mystery|Thriller,
91837,Regalo di Natale (1986),Drama,
91860,River's Edge (1986),Crime|Drama,
91867,A Room with a View (1985),Drama|Romance,
91875,Running Scared (1986),Action|Comedy|Crime|Thriller,
91877,Ruthless People (1986),Comedy|Crime,
91934,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,
91949,Short Circuit (1986),Comedy|Family|Sci-Fi,
91969,Slaughter High (1986),Comedy|Horror,
92005,Stand by Me (1986),Adventure|Drama,
92007,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,
92067,Tenkû no shiro Rapyuta (1986),Animation|Action|Adventure|Family|Fantasy|Romance,
92074,TerrorVision (1986),Comedy|Horror|Sci-Fi,
92076,The Texas Chainsaw Massacre 2 (1986),Comedy|Horror,
92085,Thrashin' (1986),Action|Drama,
92086,¡Three Amigos! (1986),Adventure|Comedy|Western,
92099,Top Gun (1986),Action|Drama|Romance,
92106,The Transformers: The Movie (1986),Animation|Action|Adventure|Family|Sci-Fi,
92147,Vamp (1986),Comedy|Horror,
92240,The Wraith (1986),Action|Horror|Thriller|Sci-Fi|Romance,
92298,Zone Troopers (1985),War|Sci-Fi,
92513,Adventures in Babysitting (1987),Action|Adventure|Comedy|Family|Thriller,
92563,Angel Heart (1987),Mystery|Thriller,
92605,Baby Boom (1987),Comedy|Drama|Romance,
92627,The Bedroom Window (1987),Crime|Mystery|Thriller,
92632,The Believers (1987),Drama|Horror|Mystery|Thriller,
92644,Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller,
92654,The Big Easy (1986),Crime|Drama|Romance|Thriller,
92666,Blind Date (1987),Comedy|Romance,
92695,The Brave Little Toaster (1987),Animation|Adventure|Comedy|Family|Fantasy|Musical,
92745,Chelovek s bulvara Kaputsinov (1987),Comedy|Musical|Romance|Western,
92783,Cop (1988),Crime|Drama|Mystery|Thriller,
92796,Creepshow 2 (1987),Comedy|Horror|Thriller,
92879,Desyat negrityat (1987),Crime|Mystery,
92890,Dirty Dancing (1987),Drama|Romance,
92948,Eddie Murphy Raw (1987),Documentary|Comedy,
92965,Empire of the Sun (1987),Drama|History|War,
92991,Evil Dead II (1987),Action|Comedy|Horror,
92997,Extreme Prejudice (1987),Action|Crime|Drama|Western,
93010,Fatal Attraction (1987),Drama|Thriller,
93044,The Fourth Protocol (1987),Action|Thriller,
93058,Full Metal Jacket (1987),Drama|War,
93075,The Gate (1987),Fantasy|Horror,
93105,Good Morning,,
93139,Hamlet liikemaailmassa (1987),Comedy|Drama|Romance,
93144,Hansel and Gretel (1987),Family|Musical|Fantasy,
93148,Harry and the Hendersons (1987),Comedy|Family|Fantasy,
93171,Hell Comes to Frogtown (1988),Action|Comedy|Sci-Fi,
93177,Hellraiser (1987),Horror,
93191,Der Himmel über Berlin (1987),Fantasy|Drama|Romance,
93220,House II: The Second Story (1987),Fantasy|Horror|Comedy,
93223,House of Games (1987),Crime|Mystery|Thriller,
93260,Innerspace (1987),Adventure|Comedy|Sci-Fi,
93278,Ishtar (1987),Adventure|Comedy|Music,
93378,La Bamba (1987),Biography|Drama|Music,
93389,The Last Emperor (1987),Biography|Drama|History,
93407,Less Than Zero (1987),Crime|Drama|Romance,
93409,Lethal Weapon (1987),Action|Thriller,
93412,La ley del deseo (1987),Comedy|Drama|Thriller,
93428,The Living Daylights (1987),Action|Adventure|Crime|Thriller,
93437,The Lost Boys (1987),Comedy|Horror,
93493,Mannequin (1987),Comedy|Fantasy|Romance,
93507,Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi|Thriller,
93560,The Monster Squad (1987),Action|Comedy|Fantasy|Horror|Sci-Fi,
93565,Moonstruck (1987),Comedy|Drama,
93578,Mr India (1987),Action|Adventure|Comedy|Drama|Fantasy|Musical|Sci-Fi,
93629,A Nightmare on Elm Street 3: Dream Warriors (1987),Horror|Thriller,
93640,No Way Out (1987),Action|Drama|Mystery|Romance|Thriller,
93692,Over the Top (1987),Action|Drama|Family|Sport,
93693,Overboard (1987),Comedy|Romance,
93748,Planes,,
93756,Police Academy 4: Citizens on Patrol (1987),Action|Comedy|Crime,
93773,Predator (1987),Action|Adventure|Sci-Fi,
93776,Prick Up Your Ears (1987),Biography|Drama,
93777,Prince of Darkness (1987),Horror,
93779,The Princess Bride (1987),Adventure|Comedy|Family|Fantasy|Romance,
93818,Radio Days (1987),Comedy|Drama,
93822,Raising Arizona (1987),Comedy,
93832,Red's Dream (1987),Animation|Short|Family,
93870,RoboCop (1987),Action|Crime|Sci-Fi,
93886,Roxanne (1987),Comedy|Drama|Romance,
93894,The Running Man (1987),Action|Sci-Fi|Thriller,
93936,The Secret of My Succe$s (1987),Comedy,
94012,Spaceballs (1987),Adventure|Comedy|Sci-Fi,
94025,Stakeout (1987),Action|Comedy|Crime|Romance|Thriller,
94070,Summer Camp Nightmare (1987),Drama|Thriller,
94074,Superman IV: The Quest for Peace (1987),Action|Adventure|Family|Fantasy|Sci-Fi,
94077,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror,
94137,3 Men and a Baby (1987),Comedy|Drama,
94142,Throw Momma from the Train (1987),Comedy,
94226,The Untouchables (1987),Crime|Drama|History|Thriller,
94291,Wall Street (1987),Crime|Drama,
94321,Who's That Girl (1987),Comedy|Music|Romance,
94332,The Witches of Eastwick (1987),Comedy|Fantasy|Horror|Thriller,
94336,Withnail & I (1987),Comedy|Drama,
94347,The Year My Voice Broke (1987),Drama|Romance,
94588,Gatorbait II: Cajun Justice (1988),Action,
94602,Above the Law (1988),Action|Crime|Drama|Thriller,
94608,The Accused (1988),Crime|Drama,
94625,Akira (1988),Animation|Sci-Fi,
94641,Amanece,,
94663,Another Woman (1988),Drama,
94678,Arthur 2: On the Rocks (1988),Comedy|Romance,
94721,Beetle Juice (1988),Comedy|Fantasy,
94737,Big (1988),Comedy|Drama|Fantasy|Romance,
94761,The Blob (1988),Horror|Sci-Fi,
94793,Brain Damage (1988),Comedy|Horror,
94799,Bright Lights,,
94842,Casa mia casa mia... (1988),,
94862,Child's Play (1988),Horror|Mystery|Thriller,
94889,Cocktail (1988),Drama|Romance,
94894,Colors (1988),Action|Crime|Drama|Romance,
94898,Coming to America (1988),Comedy|Drama|Romance,
94907,Consuming Passions (1988),Comedy,
94921,Crossing Delancey (1988),Comedy|Romance,
94947,Dangerous Liaisons (1988),Drama|Romance,
94963,The Dead Pool (1988),Action|Crime|Thriller,
94964,Dead Ringers (1988),Drama|Thriller,
95016,Die Hard (1988),Action|Thriller,
95050,Dominick and Eugene (1988),Drama,
95159,A Fish Called Wanda (1988),Comedy|Crime,
95174,Frantic (1988),Crime|Drama|Mystery|Thriller,
95179,Friday the 13th Part VII: The New Blood (1988),Horror|Thriller,
95187,Fun Down There (1989),Comedy|Drama|Romance,
95250,Le grand bleu (1988),Drama,
95271,Halloween 4: The Return of Michael Myers (1988),Horror|Thriller,
95294,Hellbound: Hellraiser II (1988),Horror|Thriller,
95296,Hero and the Terror (1988),Action|Crime|Drama|Thriller,
95302,High Hopes (1988),Comedy|Drama,
95327,Hotaru no haka (1988),Animation|Drama|War,
95379,Intruder (1989),Horror|Thriller,
95488,The Lair of the White Worm (1988),Horror|Thriller,
95497,The Last Temptation of Christ (1988),Drama,
95593,Married to the Mob (1988),Comedy|Crime,
95631,Midnight Run (1988),Action|Adventure|Comedy|Crime|Thriller,
95647,Mississippi Burning (1988),Drama|Mystery|Thriller,
95649,The Moderns (1988),Comedy|Drama|Romance,
95652,Monkey Shines (1988),Drama|Horror|Sci-Fi|Thriller,
95675,Mujeres al borde de un ataque de nervios (1988),Comedy|Drama,
95687,My Stepmother Is an Alien (1988),Comedy|Sci-Fi,
95690,Mystic Pizza (1988),Comedy|Drama|Romance,
95705,The Naked Gun: From the Files of Police Squad! (1988),Action|Comedy|Crime|Romance,
95719,The Nest (1988),Horror|Sci-Fi,
95730,The Night Before (1988),Comedy,
95742,A Nightmare on Elm Street 4: The Dream Master (1988),Horror|Thriller,
95765,Cinema Paradiso (1988),Drama,
95800,L'ours (1988),Adventure|Family|Drama,
95801,Out of Rosenheim (1987),Comedy|Drama,
95863,Phantasm II (1988),Action|Horror|Sci-Fi|Thriller,
95871,Pin (1988),Horror|Thriller,
95882,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime,
95900,Prime Evil (1989),Horror,
95904,Prison (1988),Crime|Drama|Horror|Thriller,
95925,Pumpkinhead (1988),Horror,
95953,Rain Man (1988),Drama,
95956,Rambo III (1988),Action|Adventure|Thriller,
95963,Red Heat (1988),Action|Comedy|Crime|Thriller,
95990,Return of the Living Dead Part II (1988),Comedy|Horror,
95997,Rituelen (1989),Drama,
